'Name of school','URL','Street','Address','ZIP-Code','City','Region','Country','Country-Code','Latitude','Longitude'
'Kinderstübchen','www.waldorfkindergarten-ludwigsburg.de','Falkenweg 40','Ludwigsburg, Baden-Württemberg 71634',71634,'Ludwigsburg','BW','Germany','DE','48.90918','9.16057'
'Kinderstube Ährenkorn','www.ÄhrenkorneV.de','Kuithanstr. 41','Dortmund, Nordrhein-Westfalen 44137',44137,'Dortmund','NW','Germany','DE','51.50676','7.44023'
'Kinderstube im Waldorfkindergarten','www.waldorfkindergarten-gmuend.de','Scheffoldstr. 126','Schwäbisch Gmünd, Baden-Württemberg 73529',73529,'Schwäbisch Gmünd','BW','Germany','DE','48.78459','9.83292'
'Kindertageseinrichtung der Freien Waldorfschule am Kräherwald','www.fkws.de','Rudolf-Steiner-Weg 10','Stuttgart, Baden-Württemberg 70192',70192,'Stuttgart','BW','Germany','DE','48.79078','9.15313'
'Kindertagesstätte "Sonnenblume"','www.fz-sonnenblume.de.vu','Schüllarhammer 9','Bad Berleburg, Nordrhein-Westfalen 57319',57319,'Bad Berleburg','NW','Germany','DE','51.0758','8.41405'
'Kindertagesstätte an der Freien Waldorfschule Heidelberg',,'Mittelgewannweg 16','Heidelberg, Baden-Württemberg 69123',69123,'Heidelberg','BW','Germany','DE','49.43912','8.63398'
'Kita Bullerbü','www.innerestadt.de','Heinrichstr. 14a','Hamburg, Hamburg 22769',22769,'Hamburg','HH','Germany','DE','53.56607','9.95759'
'Kleinkinder Großtagespflege',,'Albrecht-Dürerstr. 44','Neubiberg, Bayern 85579',85579,'Neubiberg','BY','Germany','DE','48.07574','11.68272'
'Kleinkindgruppe Zwergenstübchen','www.kleinkindgruppezwergenstuebchen.de','Schulweg 3','Bad Boll, Baden-Württemberg 73087',73087,'Bad Boll','BW','Germany','DE','48.64092','9.6073'
'Krippen der Kinderstube Lauffen','www.waldorfcampus-hn.de','Körnerstr. 27','Lauffen, Baden-Württemberg 74388',74348,'Lauffen am Neckar','BW','Germany','DE','49.07279','9.15272'
'Marien-Waldorfkindergarten Sorsum','www.waldorfkindergarten-sorsum.de','Weetzener Str. 3','Wennigsen, Niedersachsen 30974',30974,'Wennigsen (Deister)','NI','Germany','DE','52.28197','9.60711'
'Martinskindergarten','www.waldorf-langen.de','Mannteilsweg 17','Langen, Niedersachsen 27607',27607,'Geestland','NI','Germany','DE','53.60687','8.58963'
'Michael-Kindergarten',,'Bremerstr. 15','Oldenburg, Niedersachsen 26135',26135,'Oldenburg (Oldb.)','NI','Germany','DE','53.13235','8.22151'
'Naturkindergarten Lichtpünktchen',,'Grüntalstr. 9','Todtmoos, Baden-Württemberg 79682',79682,'Todtmoos','BW','Germany','DE','47.74189','8.00225'
'Pagels-Kindergarten','www.pagels-kindergarten.de','Deichstr. 2','Leer, Niedersachsen 26789',26789,'Leer (Ostfriesland)','NI','Germany','DE','53.23068','7.43926'
'Robert Schulmeister Waldorfkindergarten','www.waldorfschule-ulm.de','Römerstr. 97','Ulm, Baden-Württemberg 89077',89077,'Ulm','BW','Germany','DE','48.38714','9.9700399'
'Rudolf Steiner Berufskolleg Dortmund','www.rudolfsteinerberufskolleg.de','Mergelteichstr. 45','Dortmund, Nordrhein-Westfalen 44225',44225,'Dortmund','NW','Germany','DE','51.47355','7.46471'
'Rudolf Steiner Institut für Sozialpädagogik Kassel e.V.','www.steiner-institut.de','Wilhelmshöher Allee 261','Kassel, Hessen 34131',34131,'Cassel','HE','Germany','DE','51.31346','9.44308'
'Rudolf Steiner Kindergaren Gerresheim','www.rudolf-steiner-kiga-gerresheim.de','Diepenstr. 15','Düsseldorf, Nordrhein-Westfalen 40625',40625,'Dusseldorf','NW','Germany','DE','51.23069','6.84612'
'Rudolf Steiner Kindergarten',,'Saarner Str. 385','Mülheim, Nordrhein-Westfalen 45478',45478,'Mülheim an der Ruhr','NW','Germany','DE','51.42357','6.83632'
'Rudolf Steiner Kindergarten W.-Dieß-Weg','www.rudolf-steiner-kindergarten.de','Wilhelm-Dieß-Weg 7','München, Bayern 81927',81927,'Munich','BY','Germany','DE','48.15592','11.63651'
'Rudolf Steiner-Kindergarten','www.rudolfsteinerkindergarten-maulbronn.de','Keplerstr. 45','Maulbronn, Baden-Württemberg 75433',75433,'Maulbronn','BW','Germany','DE','48.99874','8.79804'
'Rudolf-Steiner-Kindergarten','www.rudolfsteinerkindergarten.de','Landauerstr. 2a','Karlsruhe, Baden-Württemberg 76185',76185,'Karlsruhe','Baden-Wurttemberg','Germany','DE','49.03084','8.36809'
'Rudolf-Steiner-Kindergarten',,'Langwiesen 27','Oberderdingen, Baden-Württemberg 75038',75038,'Oberderdingen','BW','Germany','DE','49.06803','8.79683'
'Rudolf-Steiner-Kindergarten','www.waldorfkindergarten-lohne.de','Hellweg 44 b','Bad Sassendorf-Lohne, Nordrhein-Westfalen 59505',59505,'Bad Sassendorf','NW','Germany','DE','51.58666','8.1882'
'Rudolf-Steiner-Kindergarten',,'Rendsburger Landstr. 129','Kiel, Schleswig-Holstein 24113',24113,'Kiel','SH','Germany','DE','54.30118','10.1011'
'Rudolf-Steiner-Kindergarten Camerloherstrasse','www.waldorfkindergarten-laim.de','Camerloherstr. 54','München, Bayern 80686',80686,'Munich','BY','Germany','DE','48.13332','11.50396'
'Rudolf-Steiner-Kindergarten Hofholzallee',,'Hofholzallee 132','Kiel, Schleswig-Holstein 24109',24109,'Kiel','SH','Germany','DE','54.31964','10.07556'
'Rudolf-Steiner-Kindergarten Kantstrasse','www.waldorfkindergarten-schwabing.de','Kantstrasse 2','München, Bayern 80807',80807,'Munich','BY','Germany','DE','48.17919','11.57293'
'Rudolf-Steiner-Kindergarten Oppendorf',,'Trenntrader Weg 23','Kiel, Schleswig-Holstein 24149',24149,'Kiel','SH','Germany','DE','54.32689','10.21228'
'Rudolf-Steiner-Kindergarten Wellsee',,'Schoolkamp 15','Kiel, Schleswig-Holstein 24145',24145,'Kiel','SH','Germany','DE','54.28766','10.16682'
'Schneeweisschen Waldorfkindergarten Ostfildern','www.waldorfkindergarten-ostfildern.de','Zeppelinstrasse 44/1','Ostfildern, Baden-Württemberg 73760',73760,'Ostfildern','BW','Germany','DE','48.72361','9.22247'
'Seminar für Waldorfpädagogik Berlin e.V.','www.waldorfseminar.berlin','Weinmeisterstr. 16','Berlin,  10178',10178,'Berlin','BE','Germany','DE','52.52607','13.40458'
'Seminar für Waldorfpädagogik Dresden e.V.','www.waldorferzieherseminar-dresden.de','Angelikastraße 4','Dresden,  1099',1099,'Dresden','SN','Germany','DE','51.06757','13.78322'
'Seminar für Waldorfpädagogik e.V. Mannheim','www.waldorferzieherseminar-ma.de','Zielstr. 26','Mannheim, Baden-Wurttemberg 68169',68169,'Mannheim','BW','Germany','DE','49.5056299','8.49901'
'Seminar für Waldorfpädagogik im Freies Bildungswerk Rheinland','www.fbw-rheinland.de','Luxemburger Str. 190','Köln, Nordrhein-Westfalen 50937',50937,'Cologne','NW','Germany','DE','50.91874','6.93035'
'Seminar für Waldorfpädagogik in Hamburg e.V.','www.waldorfseminar.de','Hufnerstr. 18','Hamburg, Hamburg 22083',22083,'Hamburg','HH','Germany','DE','53.58348','10.04289'
'Seminar Waldorfpädagogik zeitgemäß e.V.','www.waldorf-seminar.de','Uferstr. 8a','Glücksburg,  24960',24960,'Glücksburg (Ostsee)','SH','Germany','DE','54.82149','9.49733'
'Stade Waldorfkindergarten',,'Henning-von-Treskow Weg 2 a','Stade, Niedersachsen 21684',21684,'Stade','NI','Germany','DE','53.57426','9.49359'
'Südbayerisches Seminar für Waldorfpädagogik','www.waldorfseminar-muenchen.de','Leopoldstr. 17','München, Bayern 80802',80802,'Munich','BY','Germany','DE','48.15686','11.58369'
'Suse-König- Kindergarten','www.susekoenigkindergarten.de','Heimburgstr. 4','Hamburg, Hamburg 22609',22609,'Hamburg','HH','Germany','DE','53.55929','9.85308'
'Vereinigung der Waldorfkindergärten e.V.','www.waldorfkindergarten.org','Landauer Str. 66','Neustadt/Weinstraße, Rheinland-Pfalz 67434',67434,'Neustadt an der Weinstraße','RP','Germany','DE','49.34718','8.15231'
'Waldgruppe des Waldorfkindergartens','www.waldorfkindergarten-schwetzingen.de','Marstallstr. 51','Schwetzingen, Baden-Württemberg 68723',68723,'Schwetzingen','BW','Germany','DE','49.3801548','8.5775005'
'Waldkindergarten Sternenmoos','www.waldkindergarten-sternenmoos.de','Woldlinie 7b','Bad Zwischenahn, Niedersachsen 26160',26160,'Bad Zwischenahn','NI','Germany','DE','53.1919136047363','8.03248119354248'
'Waldorf- und Naturkindergarten Wurzelkinder','www.wurzelkinder.info','Furtäcker 30','Stuttgart, Baden-Württemberg 70619',70619,'Stuttgart','BW','Germany','DE','48.73283','9.22101'
'Waldorf-Integrations-Kindergarten Starnberg','www.waldorf-integrations-kindergarten.de','Alter Berg 29','Starnberg, Bayern 82319',82319,'Starnberg','BY','Germany','DE','48.00086','11.32436'
'Waldorf-Kindergarten Linde','www.waldorfkindergarten-waldbroel.de','Ernst-Wiechert-Weg 5','Waldbröl, Nordrhein-Westfalen 51545',51545,'Waldbröl','NW','Germany','DE','50.88342','7.63582'
'Waldorf-Kindergarten Mansfelder Strasse','www.waldorfkindergarten-mansfelderstrasse.de','Mansfelder Str. 37','Berlin, Berlin 10709',10709,'Berlin','BE','Germany','DE','52.49016','13.30763'
'Waldorf-Kindergarten mit Krippengruppe Oldenburg in Holstein e.V.','www.waldorfkindergarten-oldenburg.de','Brookkamp 19','Oldenburg, Schleswig-Holstein 23758',23758,'Oldenburg in Holstein','SH','Germany','DE','54.29052','10.90476'
'Waldorf-Kindergarten und Krippe Marthashofen','www.kiga-marthashofen.de','Marthashofen','Grafrath, Bayern 82284',82284,'Grafrath','BY','Germany','DE','48.12664','11.17538'
'Waldorf-Kindergruppe Lienen',,'Kattenvenner Str. 11','Lienen, Nordrhein-Westfalen 49536',49536,'Lienen','NW','Germany','DE','52.14473','7.96943'
'Waldorf-Kinderhaus Kastanienhof','www.waldorfkinderhaus.de','Eibenweg 26','Unna, Nordrhein-Westfalen 59423',59423,'Unna','NW','Germany','DE','51.52596','7.6697'
'Waldorf-Kinderkrippe "Wurzelstube"','www.waldorfschule-crailsheim.de','Friedrich-Bergius-Str. 30','Crailsheim, Baden-Württemberg 74564',74564,'Crailsheim','BW','Germany','DE','49.1319299','10.05074'
'Waldorf-Kindertagesstätte Flensburg','www.waldorfkindergarten-flensburg.de.','Valentiner Allee 1','Flensburg, Schleswig-Holstein 24941',24941,'Flensburg','SH','Germany','DE','54.77091','9.44385'
'Waldorf-Kindertagesstätte Harzvorland',,'Steinbachstrasse 6','Thale, Sachsen-Anhalt 6502',6502,'Thale','ST','Germany','DE','51.74933','11.03352'
'Waldorf-Naturkindergarten "Hofgruppe"','www.waldorfkindergarten-gmuend.de','Scheffoldstr. 128','Schwäbisch Gmünd, Baden-Württemberg 73529',73529,'Schwäbisch Gmünd','BW','Germany','DE','48.78716','9.8249'
'Waldorf-Naturkindergarten Burkheim',,'Postfach 22','Vogtsburg, Baden-Württemberg 79233',,'Vogtsburg','BW','Germany','DE','48.089168548584','7.63166999816895'
'Waldorferzieherseminar Stuttgart Akademie für Erziehungskunst e.V.','www.waldorferzieherseminar.de','Heubergstr. 11','Stuttgart,  70188',70188,'Stuttgart','BW','Germany','DE','48.78323','9.20083'
'Waldorfhaus',,'Heßlerstr. 12','Hamm, Nordrhein-Westfalen 59065',59065,'Hamm','NW','Germany','DE','51.6826','7.82697'
'Waldorfhaus Familienzentrum','www.waldorfhaus.de','Schluchtstr. 19','Wuppertal, Nordrhein-Westfalen 42285',42285,'Wuppertal','NW','Germany','DE','51.26007','7.18155'
'Waldorfhaus für Kinder an den Lechauen','www.waldorf-augsburg.de','Euler-Chelpin-Str. 23','Augsburg, Bayern 86165',86165,'Augsburg','Bavaria','Germany','DE','48.37159','10.92682'
'Waldorfhaus für Kinder Großhadern','www.waldorfhaus-grosshadern.de','Waldgartenstr. 82','München, Bayern 81377',81377,'Munich','BY','Germany','DE','48.1040599','11.48289'
'Waldorfhaus für Kinder Hammerschmiede','www.waldorf-augsburg.de','Dr.-Schmelzing-Str. 52','Augsburg, Bayern 86169',86169,'Augsburg','Bavaria','Germany','DE','48.39621','10.9061'
'WaldorfHaus Weilheim','www.waldorfhaus-weilheim.de','Johann-Dürr-Str. 4','Weilheim, Bayern 82362',82362,'Weilheim in Oberbayern','BY','Germany','DE','47.8327699','11.14368'
'Waldorfkindergarten','www.waldorfkindergarten-badkreuznach.de','Auf dem Rotenfels','Traisen, Rheinland-Pfalz 55595',55595,'Traisen','RP','Germany','DE','49.82279','7.83038'
'Waldorfkindergarten',,'Parkstraße 14','Bexbach, Saarland 66450',66450,'Bexbach','SL','Germany','DE','49.34381','7.25766'
'Waldorfkindergarten',,'Dr.-Peter-Jordan-Str. 50','Bautzen, Sachsen 2625',2625,'Bautzen','SN','Germany','DE','51.16927','14.43784'
'Waldorfkindergarten','www.waldorfkindergarten-chemnitz.de','Katharinenstr. 3','Chemnitz, Sachsen 9119',9119,'Chemnitz','SN','Germany','DE','50.82369','12.9097'
'Waldorfkindergarten','www.waldorfkindergarten-ahrensburg.de','Am Hagen 6 b','Ahrensburg, Schleswig-Holstein 22926',22926,'Ahrensburg','SH','Germany','DE','53.64537','10.22559'
'Waldorfkindergarten','www.waldorfkindergarten-oldesloe.de','Rümpeler Weg 31','Bad Oldesloe, Schleswig-Holstein 23843',23843,'Bad Oldesloe','SH','Germany','DE','53.80147','10.3668'
'Waldorfkindergarten','www.waldorf-kindergarten-elmshorn.de','Adenauerdamm 4','Elmshorn, Schleswig-Holstein 25337',25337,'Elmshorn','SH','Germany','DE','53.73562','9.67351'
'Waldorfkindergarten',,'Uferstr. 2','Glücksburg, Schleswig-Holstein 24960',24960,'Glücksburg (Ostsee)','SH','Germany','DE','54.82266','9.50126'
'Waldorfkindergarten','www.waldorfkindergartenhusum.de','Woldsenstr. 22','Husum, Schleswig-Holstein 25813',25813,'Husum','SH','Germany','DE','54.47937','9.05815'
'Waldorfkindergarten','www.waldorfkindergarten-kappeln.de','Schulstr. 20 a','Kappeln, Schleswig-Holstein 24376',24376,'Kappeln','SH','Germany','DE','54.66589','9.90452'
'Waldorfkindergarten','www.waldorfkindergarten-Leck.de','Eesackerstr. 7','Leck, Schleswig-Holstein 25917',25917,'Leck','SH','Germany','DE','54.7754','8.97145'
'Waldorfkindergarten','www.waldorfkindergarten-plön.de','Fegetasche 1a','Plön, Schleswig-Holstein 24306',24306,'Plön','SH','Germany','DE','54.15361','10.45004'
'Waldorfkindergarten',,'Neufelder Weg 1a','Schleswig, Schleswig-Holstein 24837',24837,'Schleswig','SH','Germany','DE','54.52583','9.56221'
'Waldorfkindergarten','www.waldorfkindergarten-goetheallee.de','Goetheallee 8','Dresden, Sachsen 1309',1309,'Dresden','SN','Germany','DE','51.05835','13.78878'
'Waldorfkindergarten','www.waldorfkindergarten-hi.de','Albrecht-Haushofer-Strasse 1 a','Hildesheim, Niedersachsen 31139',31139,'Hildesheim','NI','Germany','DE','52.14619','9.91823'
'Waldorfkindergarten','www.rudolf-steiner-schule-lueneburg.de','Walter-Bötcher-Str. 4','Lüneburg, Niedersachsen 21337',21337,'Lunenburg','NI','Germany','DE','53.24572','10.44763'
'Waldorfkindergarten','www.waldorfkindergarten-ottersberg.de','Im Brooken 4','Ottersberg, Niedersachsen 28870',28870,'Ottersberg','NI','Germany','DE','53.10613','9.14952'
'Waldorfkindergarten','www.waldorfkindergarten-dinslaken.de','Gerhard-Malina-Str. 110','Dinslaken, Nordrhein-Westfalen 46537',46537,'Dinslaken','NW','Germany','DE','51.5728099','6.73685'
'Waldorfkindergarten',,'Hesseweg 24','Dortmund, Nordrhein-Westfalen 44328',44328,'Dortmund','NW','Germany','DE','51.55032','7.54261'
'Waldorfkindergarten','www.waldorfkindergarten-dortmund.de','Konrad-Glocker-Str. 20','Dortmund-Hörde, Nordrhein-Westfalen 44141',44141,'Dortmund','NW','Germany','DE','51.49462',7491
'Waldorfkindergarten',,'Horster Str. 80','Gladbeck, Nordrhein-Westfalen 45968',45968,'Gladbeck','NW','Germany','DE','51.5638426','6.9975899'
'Waldorfkindergarten','www.waldorfkindergarten-guetersloh.de','Im Lohden 10','Gütersloh, Nordrhein-Westfalen 33334',33334,'Gütersloh','NW','Germany','DE','51.9553','8.36914'
'Waldorfkindergarten','www.waldorfkindergarten-herdecke.de','Am Hessenberg 32','Herdecke, Nordrhein-Westfalen 58313',58313,'Herdecke','NW','Germany','DE','51.4121','7.39895'
'Waldorfkindergarten',,'Kreuzbergstr. 11','Krefeld, Nordrhein-Westfalen 47800',47800,'Krefeld','NW','Germany','DE','51.34931','6.60958'
'Waldorfkindergarten',,'Kaiserstr. 43','Krefeld, Nordrhein-Westfalen 47800',47800,'Krefeld','NW','Germany','DE','51.33623','6.5941'
'Waldorfkindergarten','www.waldorfkindergarten-luebbecke.de','Am Esch 1','Lübbecke, Nordrhein-Westfalen 32312',32312,'Lübbecke','NW','Germany','DE','52.32106','8.59139'
'Waldorfkindergarten','www.waldorf-luedenscheid.de','Hohfuhrstr. 38','Lüdenscheid, Nordrhein-Westfalen 58509',58509,'Lüdenscheid','NW','Germany','DE','51.21262','7.6256'
'Waldorfkindergarten','www.waldorfkindergarten-recklinghausen.de','Cäcilienhöhe 19','Recklinghausen, Nordrhein-Westfalen 45657',45657,'Recklinghausen','NW','Germany','DE','51.61863','7.19477'
'Waldorfkindergarten',,'Wisbyring 13b','Soest, Nordrhein-Westfalen 59494',59494,'Soest','NW','Germany','DE','51.56441','8.09822'
'Waldorfkindergarten','www.waldorfkindergarten-betzdorf.de','Struthofweg 11','Betzdorf, Rheinland-Pfalz 57518',57518,'Betzdorf','RP','Germany','DE','50.79544','7.87917'
'Waldorfkindergarten','www.waldorfkindergarten-hanau.de','Philippsruher Allee 46','Hanau, Hessen 63454',63454,'Hanau','HE','Germany','DE','50.12876','8.8960899'
'Waldorfkindergarten','www.waldorfkindergarten-seeheim.de','Bergstr. 18','Seeheim-Jugenheim, Hessen 64342',64342,'Seeheim-Jugenheim','HE','Germany','DE','49.76404','8.64803'
'Waldorfkindergarten',,'Hauptstrasse 13','Schwerin, Mecklenburg-Vorpommern 19055',19055,'Schwerin','MV','Germany','DE','53.6596','11.39456'
'Waldorfkindergarten','waldorfkindergarten-bs.de','Rudolf-Steiner-Str. 4','Braunschweig, Niedersachsen 38120',38120,'Brunswick','NI','Germany','DE','52.2492033','10.4945044'
'Waldorfkindergarten',,'Stargarder Weg 11','Göttingen, Niedersachsen 37083',37083,'Göttingen','NI','Germany','DE','51.52142','9.9393499'
'Waldorfkindergarten','www.waldorfkindergarten-darmstadt.de','Herdweg 50','Darmstadt, Hessen 64285',64285,'Darmstadt','HE','Germany','DE','49.86322','8.65689'
'Waldorfkindergarten','www.waldorfschule-dietzenbach.de','An der Vogelhecke 1','Dietzenbach, Hessen 63128',63128,'Dietzenbach','HE','Germany','DE','50.0227999','8.7715599'
'Waldorfkindergarten','www.waldorfkindergarten-badhomburg.de','Saalburgstr. 90','Bad Homburg, Hessen 61350',61350,'Bad Homburg vor der Höhe','HE','Germany','DE','50.23607','8.59646'
'Waldorfkindergarten','www.waldorfkindergarten-backnang.de','Hohenheimerstr. 34','Backnang, Baden-Württemberg 71522',71522,'Backnang','BW','Germany','DE','48.94136','9.42408'
'Waldorfkindergarten','www.waldorfkindergarten-bad-schussenried.de','Biberacher Str. 44','Bad Schussenried, Baden-Württemberg 88427',88427,'Bad Schussenried','BW','Germany','DE','48.00954','9.6633099'
'Waldorfkindergarten','waldorfkindergarten-deggenhausertal.de','Wittenhofenerstr. 14','Deggenhausertal, Baden-Württemberg 88693',88693,'Deggenhausertal','BW','Germany','DE','47.77587','9.38013'
'Waldorfkindergarten',,'Freibühlstr. 1','Engstingen, Baden-Württemberg 72829',72829,'Engstingen','BW','Germany','DE','48.38256','9.28062'
'Waldorfkindergarten','www.waldorfkindergarten-Fellbach.de','Werner Str. 39','Fellbach, Baden-Württemberg 70736',70736,'Fellbach','BW','Germany','DE','48.8162499','9.26714'
'Waldorfkindergarten','www.waldorfkindergarten-fn.de','Mörikestr. 17','Friedrichshafen, Baden-Württemberg 88045',88045,'Friedrichshafen','BW','Germany','DE','47.66817','9.48387'
'Waldorfkindergarten','www.waldorfkindergarten-geislingen.de','Wiesensteigerstr. 40','Geislingen, Baden-Württemberg 73312',73312,'Geislingen an der Steige','BW','Germany','DE','48.6186','9.82831'
'Waldorfkindergarten','www.waldorfkindergarten-markgraeflerland.de','Badstr. 38','Müllheim, Baden-Württemberg 79379',79379,'Müllheim','BW','Germany','DE','47.80334','7.63407'
